"module name","license","repository"
"@aws-amplify/analytics@1.2.10","Apache-2.0","https://github.com/aws/aws-amplify"
"@aws-amplify/api@1.0.26","Apache-2.0","https://github.com/aws/aws-amplify"
"@aws-amplify/auth@1.2.15","Apache-2.0","https://github.com/aws/aws-amplify"
"@aws-amplify/cache@1.0.22","Apache-2.0","https://github.com/aws/aws-amplify"
"@aws-amplify/core@1.0.22","Apache-2.0","https://github.com/aws/aws-amplify"
"@aws-amplify/interactions@1.0.25","Apache-2.0","https://github.com/aws/aws-amplify"
"@aws-amplify/pubsub@1.0.22","Apache-2.0","https://github.com/aws/aws-amplify"
"@aws-amplify/storage@1.0.25","Apache-2.0","https://github.com/aws/aws-amplify"
"@aws-amplify/ui@1.0.15","MIT",""
"@aws-amplify/xr@0.1.12","Apache-2.0","https://github.com/aws/aws-amplify"
"@babel/code-frame@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-code-frame"
"@babel/core@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-core"
"@babel/generator@7.1.6","MIT","https://github.com/babel/babel/tree/master/packages/babel-generator"
"@babel/helper-annotate-as-pure@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-annotate-as-pure"
"@babel/helper-builder-binary-assignment-operator-visitor@7.1.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-builder-binary-assignment-operator-visitor"
"@babel/helper-builder-react-jsx@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-builder-react-jsx"
"@babel/helper-call-delegate@7.1.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-call-delegate"
"@babel/helper-define-map@7.1.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-define-map"
"@babel/helper-explode-assignable-expression@7.1.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-explode-assignable-expression"
"@babel/helper-function-name@7.1.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-function-name"
"@babel/helper-get-function-arity@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-get-function-arity"
"@babel/helper-hoist-variables@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-hoist-variables"
"@babel/helper-member-expression-to-functions@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-member-expression-to-functions"
"@babel/helper-module-imports@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-module-imports"
"@babel/helper-module-transforms@7.1.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-module-transforms"
"@babel/helper-optimise-call-expression@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-optimise-call-expression"
"@babel/helper-plugin-utils@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-plugin-utils"
"@babel/helper-regex@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-regex"
"@babel/helper-remap-async-to-generator@7.1.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-remap-async-to-generator"
"@babel/helper-replace-supers@7.1.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-replace-supers"
"@babel/helper-simple-access@7.1.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-simple-access"
"@babel/helper-split-export-declaration@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-split-export-declaration"
"@babel/helper-wrap-function@7.1.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-wrap-function"
"@babel/helpers@7.1.5","MIT","https://github.com/babel/babel/tree/master/packages/babel-helpers"
"@babel/highlight@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-highlight"
"@babel/parser@7.1.6","MIT","https://github.com/babel/babel/tree/master/packages/babel-parser"
"@babel/plugin-proposal-async-generator-functions@7.1.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-proposal-async-generator-functions"
"@babel/plugin-proposal-class-properties@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-proposal-class-properties"
"@babel/plugin-proposal-json-strings@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-proposal-json-strings"
"@babel/plugin-proposal-object-rest-spread@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-proposal-object-rest-spread"
"@babel/plugin-proposal-optional-catch-binding@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-proposal-optional-catch-binding"
"@babel/plugin-proposal-unicode-property-regex@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-proposal-unicode-property-regex"
"@babel/plugin-syntax-async-generators@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-async-generators"
"@babel/plugin-syntax-class-properties@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-class-properties"
"@babel/plugin-syntax-dynamic-import@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-dynamic-import"
"@babel/plugin-syntax-json-strings@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-json-strings"
"@babel/plugin-syntax-jsx@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-jsx"
"@babel/plugin-syntax-object-rest-spread@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-object-rest-spread"
"@babel/plugin-syntax-optional-catch-binding@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-optional-catch-binding"
"@babel/plugin-transform-arrow-functions@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-arrow-functions"
"@babel/plugin-transform-async-to-generator@7.1.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-async-to-generator"
"@babel/plugin-transform-block-scoped-functions@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-block-scoped-functions"
"@babel/plugin-transform-block-scoping@7.1.5","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-block-scoping"
"@babel/plugin-transform-classes@7.1.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-classes"
"@babel/plugin-transform-computed-properties@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-computed-properties"
"@babel/plugin-transform-destructuring@7.1.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-destructuring"
"@babel/plugin-transform-dotall-regex@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-dotall-regex"
"@babel/plugin-transform-duplicate-keys@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-duplicate-keys"
"@babel/plugin-transform-exponentiation-operator@7.1.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-exponentiation-operator"
"@babel/plugin-transform-for-of@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-for-of"
"@babel/plugin-transform-function-name@7.1.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-function-name"
"@babel/plugin-transform-literals@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-literals"
"@babel/plugin-transform-modules-amd@7.1.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-modules-amd"
"@babel/plugin-transform-modules-commonjs@7.1.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-modules-commonjs"
"@babel/plugin-transform-modules-systemjs@7.1.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-modules-systemjs"
"@babel/plugin-transform-modules-umd@7.1.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-modules-umd"
"@babel/plugin-transform-new-target@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-new-target"
"@babel/plugin-transform-object-super@7.1.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-object-super"
"@babel/plugin-transform-parameters@7.1.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-parameters"
"@babel/plugin-transform-react-display-name@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-display-name"
"@babel/plugin-transform-react-jsx-self@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-jsx-self"
"@babel/plugin-transform-react-jsx-source@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-jsx-source"
"@babel/plugin-transform-react-jsx@7.1.6","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-jsx"
"@babel/plugin-transform-regenerator@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-regenerator"
"@babel/plugin-transform-runtime@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-runtime"
"@babel/plugin-transform-shorthand-properties@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-shorthand-properties"
"@babel/plugin-transform-spread@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-spread"
"@babel/plugin-transform-sticky-regex@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-sticky-regex"
"@babel/plugin-transform-template-literals@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-template-literals"
"@babel/plugin-transform-typeof-symbol@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-typeof-symbol"
"@babel/plugin-transform-unicode-regex@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-unicode-regex"
"@babel/preset-env@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-env"
"@babel/preset-react@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-react"
"@babel/runtime-corejs2@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-runtime-corejs2"
"@babel/runtime@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-runtime"
"@babel/runtime@7.2.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-runtime"
"@babel/runtime@7.3.4","MIT","https://github.com/babel/babel/tree/master/packages/babel-runtime"
"@babel/runtime@7.4.2","MIT","https://github.com/babel/babel/tree/master/packages/babel-runtime"
"@babel/template@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-template"
"@babel/template@7.1.2","MIT","https://github.com/babel/babel/tree/master/packages/babel-template"
"@babel/traverse@7.1.6","MIT","https://github.com/babel/babel/tree/master/packages/babel-traverse"
"@babel/types@7.1.6","MIT","https://github.com/babel/babel/tree/master/packages/babel-types"
"@emotion/is-prop-valid@0.6.8","MIT","https://github.com/emotion-js/emotion/tree/master/next-packages/is-prop-valid"
"@emotion/memoize@0.6.6","MIT","https://github.com/emotion-js/emotion/tree/master/next-packages/memoize"
"@emotion/unitless@0.7.3","MIT","https://github.com/emotion-js/emotion/tree/master/packages/unitless"
"@mrmlnc/readdir-enhanced@2.2.1","MIT","https://github.com/bigstickcarpet/readdir-enhanced"
"@next/bundle-analyzer@8.1.0","MIT","https://github.com/zeit/next.js"
"@nodelib/fs.stat@1.1.3","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.stat"
"@sentry/browser@5.0.8","BSD-3-Clause","https://github.com/getsentry/sentry-javascript"
"@sentry/core@5.0.8","BSD-3-Clause","https://github.com/getsentry/sentry-javascript"
"@sentry/hub@5.0.8","BSD-3-Clause","https://github.com/getsentry/sentry-javascript"
"@sentry/minimal@5.0.8","BSD-3-Clause","https://github.com/getsentry/sentry-javascript"
"@sentry/types@5.0.6","BSD-3-Clause","https://github.com/getsentry/sentry-javascript"
"@sentry/utils@5.0.8","BSD-3-Clause","https://github.com/getsentry/sentry-javascript"
"@sindresorhus/is@0.7.0","MIT","https://github.com/sindresorhus/is"
"@types/prop-types@15.7.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@16.8.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/zen-observable@0.5.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@webassemblyjs/ast@1.7.8","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/floating-point-hex-parser@1.7.8","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-api-error@1.7.8","MIT",""
"@webassemblyjs/helper-buffer@1.7.8","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-code-frame@1.7.8","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-fsm@1.7.8","ISC",""
"@webassemblyjs/helper-module-context@1.7.8","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-wasm-bytecode@1.7.8","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-wasm-section@1.7.8","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/ieee754@1.7.8","MIT",""
"@webassemblyjs/leb128@1.7.8","MIT",""
"@webassemblyjs/utf8@1.7.8","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-edit@1.7.8","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-gen@1.7.8","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-opt@1.7.8","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-parser@1.7.8","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wast-parser@1.7.8","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wast-printer@1.7.8","MIT","https://github.com/xtuc/webassemblyjs"
"@xtuc/ieee754@1.2.0","BSD-3-Clause","https://github.com/feross/ieee754"
"@xtuc/long@4.2.1","Apache-2.0","https://github.com/dcodeIO/long.js"
"abbrev@1.1.1","ISC","https://github.com/isaacs/abbrev-js"
"accepts@1.3.5","MIT","https://github.com/jshttp/accepts"
"acorn-dynamic-import@3.0.0","MIT","https://github.com/kesne/acorn-dynamic-import"
"acorn@5.7.3","MIT","https://github.com/acornjs/acorn"
"ajv-errors@1.0.0","MIT","https://github.com/epoberezkin/ajv-errors"
"ajv-keywords@3.2.0","MIT","https://github.com/epoberezkin/ajv-keywords"
"ajv@6.5.5","MIT","https://github.com/epoberezkin/ajv"
"amazon-cognito-auth-js@1.2.4","Apache-2.0","https://github.com/aws/amazon-cognito-auth-js"
"amazon-cognito-identity-js@3.0.7","Custom: https://github.com/aws-amplify/amplify-js","https://github.com/aws/aws-amplify"
"ansi-colors@3.2.1","MIT","https://github.com/doowb/ansi-colors"
"ansi-escapes@3.1.0","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-html@0.0.7","Apache-2.0","https://github.com/Tjatse/ansi-html"
"ansi-regex@2.1.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@3.0.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@2.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"any-promise@1.3.0","MIT","https://github.com/kevinbeaty/any-promise"
"anymatch@2.0.0","ISC","https://github.com/micromatch/anymatch"
"aproba@1.2.0","ISC","https://github.com/iarna/aproba"
"arch@2.1.1","MIT","https://github.com/feross/arch"
"archive-type@4.0.0","MIT","https://github.com/kevva/archive-type"
"are-we-there-yet@1.1.5","ISC","https://github.com/iarna/are-we-there-yet"
"arr-diff@4.0.0","MIT","https://github.com/jonschlinkert/arr-diff"
"arr-flatten@1.1.0","MIT","https://github.com/jonschlinkert/arr-flatten"
"arr-union@3.1.0","MIT","https://github.com/jonschlinkert/arr-union"
"array-differ@1.0.0","MIT","https://github.com/sindresorhus/array-differ"
"array-filter@0.0.1","MIT","https://github.com/juliangruber/array-filter"
"array-find-index@1.0.2","MIT","https://github.com/sindresorhus/array-find-index"
"array-flatten@1.1.1","MIT","https://github.com/blakeembrey/array-flatten"
"array-map@0.0.0","MIT","https://github.com/substack/array-map"
"array-reduce@0.0.0","MIT","https://github.com/substack/array-reduce"
"array-union@1.0.2","MIT","https://github.com/sindresorhus/array-union"
"array-uniq@1.0.3","MIT","https://github.com/sindresorhus/array-uniq"
"array-uniq@2.1.0","MIT","https://github.com/sindresorhus/array-uniq"
"array-unique@0.3.2","MIT","https://github.com/jonschlinkert/array-unique"
"arrify@1.0.1","MIT","https://github.com/sindresorhus/arrify"
"asap@2.0.6","MIT","https://github.com/kriskowal/asap"
"asn1.js@4.10.1","MIT","https://github.com/indutny/asn1.js"
"assert@1.4.1","MIT","https://github.com/defunctzombie/commonjs-assert"
"assign-symbols@1.0.0","MIT","https://github.com/jonschlinkert/assign-symbols"
"async-each@1.0.1","MIT","https://github.com/paulmillr/async-each"
"async-limiter@1.0.0","MIT","https://github.com/strml/async-limiter"
"atob@2.1.2","(MIT OR Apache-2.0)","git://git.coolaj86.com/coolaj86/atob.js"
"attr-accept@1.1.3","MIT","https://github.com/okonet/attr-accept"
"autodll-webpack-plugin@0.4.2","MIT","https://github.com/asfktz/autodll-webpack-plugin"
"aws-amplify-react@2.3.0","Apache-2.0","https://github.com/aws/aws-amplify"
"aws-amplify@1.1.19","Apache-2.0","https://github.com/aws/aws-amplify"
"aws-sdk@2.329.0","Apache-2.0","https://github.com/aws/aws-sdk-js"
"axios@0.17.1","MIT","https://github.com/axios/axios"
"axios@0.18.0","MIT","https://github.com/axios/axios"
"babel-core@7.0.0-bridge.0","MIT",""
"babel-loader@8.0.2","MIT","https://github.com/babel/babel-loader"
"babel-plugin-react-require@3.0.0","MIT","https://github.com/vslinko/babel-plugin-react-require"
"babel-plugin-styled-components@1.9.1","MIT","https://github.com/styled-components/babel-plugin-styled-components"
"babel-plugin-syntax-jsx@6.18.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-jsx"
"babel-plugin-transform-react-remove-prop-types@0.4.15","MIT","https://github.com/oliviertassinari/babel-plugin-transform-react-remove-prop-types"
"babel-runtime@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-runtime"
"babel-types@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-types"
"balanced-match@1.0.0","MIT","https://github.com/juliangruber/balanced-match"
"base64-js@1.3.0","MIT","https://github.com/beatgammit/base64-js"
"base@0.11.2","MIT","https://github.com/node-base/base"
"bfj@6.1.1","MIT","git+https://gitlab.com/philbooth/bfj"
"big.js@3.2.0","MIT","https://github.com/MikeMcl/big.js"
"bin-build@3.0.0","MIT","https://github.com/kevva/bin-build"
"bin-check@4.1.0","MIT","https://github.com/kevva/bin-check"
"bin-version-check@4.0.0","MIT","https://github.com/sindresorhus/bin-version-check"
"bin-version@3.1.0","MIT","https://github.com/sindresorhus/bin-version"
"bin-wrapper@4.1.0","MIT","https://github.com/kevva/bin-wrapper"
"binary-extensions@1.12.0","MIT","https://github.com/sindresorhus/binary-extensions"
"bl@1.2.2","MIT","https://github.com/rvagg/bl"
"bluebird@3.5.3","MIT","https://github.com/petkaantonov/bluebird"
"blueimp-canvas-to-blob@3.14.0","MIT","https://github.com/blueimp/JavaScript-Canvas-to-Blob"
"bn.js@4.11.8","MIT","https://github.com/indutny/bn.js"
"body-parser@1.18.3","MIT","https://github.com/expressjs/body-parser"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion"
"braces@2.3.2","MIT","https://github.com/micromatch/braces"
"brorand@1.1.0","MIT","https://github.com/indutny/brorand"
"browserify-aes@1.2.0","MIT","https://github.com/crypto-browserify/browserify-aes"
"browserify-cipher@1.0.1","MIT","https://github.com/crypto-browserify/browserify-cipher"
"browserify-des@1.0.2","MIT","https://github.com/crypto-browserify/browserify-des"
"browserify-rsa@4.0.1","MIT","https://github.com/crypto-browserify/browserify-rsa"
"browserify-sign@4.0.4","ISC","https://github.com/crypto-browserify/browserify-sign"
"browserify-zlib@0.2.0","MIT","https://github.com/devongovett/browserify-zlib"
"browserslist@4.3.4","MIT","https://github.com/browserslist/browserslist"
"buffer-alloc-unsafe@1.1.0","MIT","https://github.com/LinusU/buffer-alloc-unsafe"
"buffer-alloc@1.2.0","MIT","https://github.com/LinusU/buffer-alloc"
"buffer-crc32@0.2.13","MIT","https://github.com/brianloveswords/buffer-crc32"
"buffer-fill@1.0.0","MIT","https://github.com/LinusU/buffer-fill"
"buffer-from@1.1.1","MIT","https://github.com/LinusU/buffer-from"
"buffer-xor@1.0.3","MIT","https://github.com/crypto-browserify/buffer-xor"
"buffer@4.9.1","MIT","https://github.com/feross/buffer"
"buffer@5.2.1","MIT","https://github.com/feross/buffer"
"builtin-modules@1.1.1","MIT","https://github.com/sindresorhus/builtin-modules"
"builtin-status-codes@3.0.0","MIT","https://github.com/bendrucker/builtin-status-codes"
"bytes@3.0.0","MIT","https://github.com/visionmedia/bytes.js"
"cacache@10.0.4","ISC","https://github.com/zkat/cacache"
"cacache@11.3.1","ISC","https://github.com/zkat/cacache"
"cache-base@1.0.1","MIT","https://github.com/jonschlinkert/cache-base"
"cacheable-request@2.1.4","MIT","https://github.com/lukechilds/cacheable-request"
"call-me-maybe@1.0.1","MIT","https://github.com/limulus/call-me-maybe"
"camelcase-keys@2.1.0","MIT","https://github.com/sindresorhus/camelcase-keys"
"camelcase@2.1.1","MIT","https://github.com/sindresorhus/camelcase"
"caniuse-lite@1.0.30000910","CC-BY-4.0","https://github.com/ben-eb/caniuse-lite"
"case-sensitive-paths-webpack-plugin@2.1.2","MIT","https://github.com/Urthen/case-sensitive-paths-webpack-plugin"
"caw@2.0.1","MIT","https://github.com/kevva/caw"
"chalk@1.1.3","MIT","https://github.com/chalk/chalk"
"chalk@2.4.1","MIT","https://github.com/chalk/chalk"
"check-types@7.4.0","MIT","git+https://gitlab.com/philbooth/check-types.js"
"chokidar@2.0.4","MIT","https://github.com/paulmillr/chokidar"
"chownr@1.1.1","ISC","https://github.com/isaacs/chownr"
"chrome-trace-event@1.0.0","MIT","github.com:samccone/chrome-trace-event"
"ci-info@1.6.0","MIT","https://github.com/watson/ci-info"
"cipher-base@1.0.4","MIT","https://github.com/crypto-browserify/cipher-base"
"class-utils@0.3.6","MIT","https://github.com/jonschlinkert/class-utils"
"classnames@2.2.6","MIT","https://github.com/JedWatson/classnames"
"cli-cursor@2.1.0","MIT","https://github.com/sindresorhus/cli-cursor"
"clone-response@1.0.2","MIT","https://github.com/lukechilds/clone-response"
"code-point-at@1.1.0","MIT","https://github.com/sindresorhus/code-point-at"
"collection-visit@1.0.0","MIT","https://github.com/jonschlinkert/collection-visit"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"commander@2.13.0","MIT","https://github.com/tj/commander.js"
"commander@2.17.1","MIT","https://github.com/tj/commander.js"
"commander@2.20.0","MIT","https://github.com/tj/commander.js"
"commander@2.8.1","MIT","https://github.com/tj/commander.js"
"commondir@1.0.1","MIT","https://github.com/substack/node-commondir"
"component-emitter@1.2.1","MIT","https://github.com/component/emitter"
"compressible@2.0.17","MIT","https://github.com/jshttp/compressible"
"compression@1.7.4","MIT","https://github.com/expressjs/compression"
"compressorjs@1.0.5","MIT","https://github.com/fengyuanchen/compressorjs"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"concat-stream@1.6.2","MIT","https://github.com/maxogden/concat-stream"
